project,translation,component,unit,progress
r-project,ne,base-r,https://translate.rx.studio/api/units/186807/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186809/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186810/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186812/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186814/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186816/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186819/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186821/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186822/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186825/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186827/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186828/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186829/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186831/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186835/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186837/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186838/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186839/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186841/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186843/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186845/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186847/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186849/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186851/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186853/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186855/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186856/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186858/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186860/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186862/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186864/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186866/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186868/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186869/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186872/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186873/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186875/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186876/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186877/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186878/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186879/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186880/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186881/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186882/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186883/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186884/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186885/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186886/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186887/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186888/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186889/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186890/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186891/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186892/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186893/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186894/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186895/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186896/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186897/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186898/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186899/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186900/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186901/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186902/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186903/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186904/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186905/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186906/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186907/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186908/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186909/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186910/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186911/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186912/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186913/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186914/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186915/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186916/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186917/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186918/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186919/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186920/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186921/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186922/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186923/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186924/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186925/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186926/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186927/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186928/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186929/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186930/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186931/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186932/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186933/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186934/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186935/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186936/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186937/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186938/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186939/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186940/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186941/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186942/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186943/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186944/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186945/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186946/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186947/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186948/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186949/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186950/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186951/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186952/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186953/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186954/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186955/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186956/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186957/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186958/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186959/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186960/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186961/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186962/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186963/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186964/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186965/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186966/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186967/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186968/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186969/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186970/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186971/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186972/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186973/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186974/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186975/,external update
r-project,ne,base-r,https://translate.rx.studio/api/units/186976/,external update
